"","study","es_id","yi",".g","precalc_g","vi","sei","wf_1","wf_2","wf_3","wf_4","wf_5","wf_6","wf_7","wf_8","sample_size","...1","notes","condition_arm1","condition_arm2","descr_arm1","descr_arm2","multi_arm1","multi_arm2","...10","...11","primary_calc","outcome_type","outcome_domain","time","time_weeks","instrument","rating","sample","mean_arm1","mean_arm2","sd_arm1","sd_arm2","n_arm1","n_arm2","baseline_m_arm1","baseline_sd_arm1","baseline_n_arm1","baseline_m_arm2","baseline_sd_arm2","baseline_n_arm2","dich","dich_type","event_arm1","event_arm2","totaln_arm1","totaln_arm2","change","mean_change_arm1","mean_change_arm2","sd_change_arm1","sd_change_arm2","n_change_arm1","n_change_arm2","other_statistic","precalc_g_se","rand_arm1","rand_arm2","n_drop_study1","n_drop_study2","year","comorbid_me0tal","format","format_spec","program_arm1","support","initial_screening","forum","n_sessions_planned","X0_sessio0s_received","country","income_level","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","...70","sg","ac","ba","itt","rob","other_target","Reference","Domain1_rob2","Domain2_rob2","Domain3_rob2","Domain4_rob2","Domain5_rob2","Totalscore_rob2","self.guided.checked","time_weeks_num",".id",".g_se",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2"
"21","Baumgartner, 2021",21,0.317575968024231,-0.317575968024231,NA,0.00890958836810848,0.0943906158900792,"website","guided","adul","cbt-based","wl","cut","some concerns","post",455,"1",NA,"cbt","wl",NA,NA,"cbt (alcohol use & depression)","wl",NA,NA,1,"msd","depression","post",12,"ces-d","self-report",1,15.9,18.88,8.12,10.41,221,234,"22.2","7.8",221,"22","6.9",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,234,"117","118",2021,1,"gsh",2,"Take Care of You",5,0,0,"8","3.7","eu","high","adul","42.8","0.48","com","cut","adul",NA,"1","1","1","1",4,NA,"Baumgartner, C., Schaub, M. P., Wenger, A., Malischnig, D., Augsburger, M., Lehr, D., Blankers, M., Ebert, D. D., & Haug, S. (2021). ""Take Care of You"" - Efficacy of integrated, minimal-guidance, internet-based self-help for reducing co-occurring alcohol misuse and depression symptoms in adults: Results of a three-arm randomized controlled trial. Drug Alcohol Depend, 225, 108806. https://www.sciencedirect.com/science/article/pii/S037687162100301X?via%3Dihub","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,12,"Baumgartner_2021_msd_ces-d_post_12_self-report_cbt_wl_cbt(alcoholuse&depression)_wl",0.0943906158900792,NA,NA,NA,NA,NA,NA
"22","Baumgartner, 2021",22,0.280234965057659,-0.280234965057659,NA,0.00863118073482311,0.0929041481034249,"website","guided","adul","cbt-based","wl","cut","some concerns","post",468,NA,NA,"cbt","wl",NA,NA,"cbt (alcohol only)","wl",NA,NA,1,"msd","depression","post",12,"ces-d","self-report",1,16.12,18.88,9.22,10.41,234,234,"22.9","7.6",234,"22","6.9",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,234,"127","118",2021,1,"gsh",2,"Take Care of 1ou",5,0,0,"8","3.9","eu","high","adul","42.8","0.48","com","cut","adul",NA,"1","1","1","1",4,NA,"Baumgartner, C., Schaub, M. P., Wenger, A., Malischnig, D., Augsburger, M., Lehr, D., Blankers, M., Ebert, D. D., & Haug, S. (2021). ""Take Care of You"" - Efficacy of integrated, minimal-guidance, internet-based self-help for reducing co-occurring alcohol misuse and depression symptoms in adults: Results of a three-arm randomized controlled trial. Drug Alcohol Depend, 225, 108806. https://www.sciencedirect.com/science/article/pii/S037687162100301X?via%3Dihub","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,12,"Baumgartner_2021_msd_ces-d_post_12_self-report_cbt_wl_cbt(alcoholonly)_wl",0.0929041481034249,NA,NA,NA,NA,NA,NA
"23","Baumgartner, 2021",23,0.384699831036941,-0.384699831036941,NA,0.00896156202810426,0.0946655271368847,"website","guided","adul","cbt-based","wl","cut","some concerns","follow-up",455,NA,NA,"cbt","wl",NA,NA,"cbt (alcohol use & depression)","wl",NA,NA,1,"msd","depression","fu1",24,"ces-d","self-report",1,15.56,19.37,9.17,10.52,221,234,"22.2","7.8",221,"22","6.9",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,234,"132","131",2021,1,"gsh",2,"Take Care of 1ou",5,0,0,"8","3.7","eu","high","adul","42.8","0.48","com","cut","adul",NA,"1","1","1","1",4,NA,"Baumgartner, C., Schaub, M. P., Wenger, A., Malischnig, D., Augsburger, M., Lehr, D., Blankers, M., Ebert, D. D., & Haug, S. (2021). ""Take Care of You"" - Efficacy of integrated, minimal-guidance, internet-based self-help for reducing co-occurring alcohol misuse and depression symptoms in adults: Results of a three-arm randomized controlled trial. Drug Alcohol Depend, 225, 108806. https://www.sciencedirect.com/science/article/pii/S037687162100301X?via%3Dihub","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,24,"Baumgartner_2021_msd_ces-d_fu1_24_self-report_cbt_wl_cbt(alcoholuse&depression)_wl",0.0946655271368847,NA,NA,NA,NA,NA,NA
"24","Baumgartner, 2021",24,0.377282709673721,-0.377282709673721,NA,0.0086995745532498,0.0932715098690366,"website","guided","adul","cbt-based","wl","cut","some concerns","follow-up",468,NA,NA,"cbt","wl",NA,NA,"cbt (alcohol only)","wl",NA,NA,1,"msd","depression","fu1",24,"ces-d","self-report",1,15.55,19.37,9.68,10.52,234,234,"22.9","7.6",234,"22","6.9",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,234,"138","131",2021,1,"gsh",2,"Take Care of 1ou",5,0,0,"8","3.9","eu","high","adul","42.8","0.48","com","cut","adul",NA,"1","1","1","1",4,NA,"Baumgartner, C., Schaub, M. P., Wenger, A., Malischnig, D., Augsburger, M., Lehr, D., Blankers, M., Ebert, D. D., & Haug, S. (2021). ""Take Care of You"" - Efficacy of integrated, minimal-guidance, internet-based self-help for reducing co-occurring alcohol misuse and depression symptoms in adults: Results of a three-arm randomized controlled trial. Drug Alcohol Depend, 225, 108806. https://www.sciencedirect.com/science/article/pii/S037687162100301X?via%3Dihub","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,24,"Baumgartner_2021_msd_ces-d_fu1_24_self-report_cbt_wl_cbt(alcoholonly)_wl",0.0932715098690366,NA,NA,NA,NA,NA,NA
"25","Beevers, 2017",25,0.814498586331099,-0.814498586331099,NA,0.0153835255912795,0.124030341414025,"website","automated encouragement","adul","cbt-based","wl","cut","high risk","post",376,"1",NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",8,"qids-sr","self-report",1,9.06,13.15,5.25,4.17,285,91,"15.13","3.78",285,"15.4","3.89",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,91,"62","10",2017,0,"ush",2,"Deprexis",2,1,0,"10","NA","us","high","adul","31.91","0.74399999999999999","com","cut","adul",NA,"1","1","sr","1",4,NA,"Beevers, C. G., Pearson, R., Hoffman, J. S., Foulser, A. A., Shumake, J., & Meyer, B. (2017). Effectiveness of an internet intervention (Deprexis) for depression in a united states adult sample: A parallel-group pragmatic randomized controlled trial. J Consult Clin Psychol, 85(4), 367-380.","Low risk","Low risk","Some concerns","high risk","Low risk","High risk",NA,8,"Beevers_2017_msd_qids-sr_post_8_self-report_cbt_wl_NA_NA",0.124030341414025,NA,NA,NA,NA,NA,NA
"26","Beevers, 2017",26,0.763279741927967,-0.763279741927967,NA,0.0152756302580546,0.123594620667951,"website","automated encouragement","adul","cbt-based","wl","cut","high risk","post",376,NA,NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",8,"hdrs","clinician",1,10.94,15.62,6.33,5.4,285,91,"16.739999999999998","5.85",285,"16.96","5.87",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,91,"59","10",2017,0,"ush",2,"Deprexis",2,1,0,"10","NA","us","high","adul","31.91","0.74399999999999999","com","cut","adul",NA,"1","1","0","1",3,NA,"Beevers, C. G., Pearson, R., Hoffman, J. S., Foulser, A. A., Shumake, J., & Meyer, B. (2017). Effectiveness of an internet intervention (Deprexis) for depression in a united states adult sample: A parallel-group pragmatic randomized controlled trial. J Consult Clin Psychol, 85(4), 367-380.","Low risk","Low risk","Some concerns","high risk","Low risk","High risk",NA,8,"Beevers_2017_msd_hdrs_post_8_clinician_cbt_wl_NA_NA",0.123594620667951,NA,NA,NA,NA,NA,NA
"27","Bendig, 2021",27,0.315451473205873,-0.315451473205873,NA,0.119590597612777,0.345818735196313,"website","guided","med","cbt-based","wl","cut","some concerns","post",34,"1",NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",8,"phq-9","self-report",1,9.04,10.73,5.16,5.31,18,16,"11.61","3.94",18,"10.69","4.67",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16,"5","3",2021,0,"gsh",2,"WIDeCAD",5,1,0,"8","2.78","eu","high","adul","56.4","0.35","oth","cut","med",NA,"1","1","1","1",4,NA,"Bendig, E., Bauereiß, N., Buntrock, C., Habibović, M., Ebert, D. D., & Baumeister, H. (2021). Lessons learned from an attempted randomized-controlled feasibility trial on “WIDeCAD” - An internet-based depression treatment for people living with coronary artery disease (CAD) [Article]. Internet Interventions, 24. https://doi.org/10.1016/j.invent.2021.100375 
","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,8,"Bendig_2021_msd_phq-9_post_8_self-report_cbt_wl_NA_NA",0.345818735196313,NA,NA,NA,NA,NA,NA
"28","Berger, 2011",28,0.654098954526653,-0.654098954526653,NA,0.0827882057834878,0.287729396801036,"website","minimal to no support","adul","cbt-based","wl","mood","some concerns","post",51,"1",NA,"cbt","wl","self-guided","wl","self-guided","wl",NA,NA,1,"msd","depression","post",10,"bdi-2","self-report",1,20.8,28.5,13.5,9.4,25,26,"29.8","8.6",25,"29.8","8.6",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,26,"3","4",2011,0,"ush",2,"Deprexis",0,1,0,"10","6.8","eu","high","adul","38.799999999999997","0.7","com","mood","adul",NA,"1","1","sr","1",4,NA,"Berger, T., Hämmerli, K., Gubser, N., Andersson, G., & Caspar, F. (2011). Internet-based treatment of depression: a randomized controlled trial comparing guided with unguided self-help. Cogn Behav Ther, 40(4), 251-266. https://www.tandfonline.com/doi/full/10.1080/16506073.2011.616531","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,10,"Berger_2011_msd_bdi-2_post_10_self-report_cbt_wl_self-guided_wl",0.287729396801036,NA,NA,NA,NA,NA,NA
"29","Berger, 2011",29,0.144242466623419,-0.144242466623419,NA,0.0786719419201384,0.280485190197519,"website","minimal to no support","adul","cbt-based","wl","mood","some concerns","follow-up",51,NA,NA,"cbt","wl","self-guided","wl","self-guided","wl",NA,NA,1,"msd","depression","fu1",24,"bdi-2","self-report",1,19.4,21.08,12.9,9.9,25,26,"29.8","8.6",25,"29.8","8.6",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,26,"6","6",2011,0,"ush",2,"Deprexis",0,1,0,"10","6.8","eu","high","adul","38.799999999999997","0.7","com","mood","adul",NA,"1","1","sr","1",4,NA,"Berger, T., Hämmerli, K., Gubser, N., Andersson, G., & Caspar, F. (2011). Internet-based treatment of depression: a randomized controlled trial comparing guided with unguided self-help. Cogn Behav Ther, 40(4), 251-266. https://www.tandfonline.com/doi/full/10.1080/16506073.2011.616531","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,24,"Berger_2011_msd_bdi-2_fu1_24_self-report_cbt_wl_self-guided_wl",0.280485190197519,NA,NA,NA,NA,NA,NA
"30","Berger, 2011",30,1.12527472527473,-1.12527472527473,NA,0.091266660510358,0.302103724754194,"website","guided","adul","cbt-based","wl","mood","some concerns","post",51,NA,NA,"cbt","wl","guided","wl","guided","wl",NA,NA,1,"msd","depression","post",10,"bdi-2","self-report",1,17.3,28.5,10.2,9.4,25,26,"28.8","8.1999999999999993",25,"29.8","8.6",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,26,"0","4",2011,0,"gsh",2,"Deprexis",5,1,0,"10","8.52","eu","high","adul","38.799999999999997","0.7","com","mood","adul",NA,"1","1","sr","1",4,NA,"Berger, T., Hämmerli, K., Gubser, N., Andersson, G., & Caspar, F. (2011). Internet-based treatment of depression: a randomized controlled trial comparing guided with unguided self-help. Cogn Behav Ther, 40(4), 251-266. https://www.tandfonline.com/doi/full/10.1080/16506073.2011.616531","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,10,"Berger_2011_msd_bdi-2_post_10_self-report_cbt_wl_guided_wl",0.302103724754194,NA,NA,NA,NA,NA,NA
"31","Berger, 2011",31,0.447002654968426,-0.447002654968426,NA,0.0804821684717918,0.283693793502417,"website","guided","adul","cbt-based","wl","mood","some concerns","follow-up",51,NA,NA,"cbt","wl","guided","wl","guided","wl",NA,NA,1,"msd","depression","fu1",24,"bdi-2","self-report",1,16.24,21.08,11.4,9.9,25,26,"29.8","8.6",25,"29.8","8.6",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,26,"5","6",2011,0,"gsh",2,"Deprexis",5,1,0,"10","8.1999999999999993","eu","high","adul","38.799999999999997","0.7","com","mood","adul",NA,"1","1","sr","1",4,NA,"Berger, T., Hämmerli, K., Gubser, N., Andersson, G., & Caspar, F. (2011). Internet-based treatment of depression: a randomized controlled trial comparing guided with unguided self-help. Cogn Behav Ther, 40(4), 251-266. https://www.tandfonline.com/doi/full/10.1080/16506073.2011.616531","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,24,"Berger_2011_msd_bdi-2_fu1_24_self-report_cbt_wl_guided_wl",0.283693793502417,NA,NA,NA,NA,NA,NA
"32","Birney, 2016",32,0.29,-0.29,-0.29,0.0144,0.12,"mobile","automated encouragement","other group","cbt-based","other ctr","cut","some concerns","post",NA,"1",NA,"cbt","other ctr","MoodHacker mobile intervention","online psychoeducation",NA,NA,NA,NA,1,"other stat","depression","post",6,"phq-9","self-report",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Between subjects, F= 6.20, p=.013, partial eta²= .021",0.12,150,150,"10","4",2016,0,"ush",1,"Moodhacker",2,1,0,"6","NA","us","high","adul","40.65","0.76600000000000001","com","cut","oth",NA,"1","1","sr","1",4,NA,"Birney, A. J., Gunn, R., Russell, J. K., & Ary, D. V. (2016). MoodHacker Mobile Web App With Email for Adults to Self-Manage Mild-to-Moderate Depression: Randomized Controlled Trial. JMIR Mhealth Uhealth, 4(1), e8.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,6,"Birney_2016_otherstat_phq-9_post_6_self-report_cbt_otherctr_NA_NA",0.12,NA,NA,NA,NA,NA,NA
"33","Blanco, 2023",33,1.48001455619377,-1.48001455619377,NA,0.0884492548859665,0.297404194465994,"mobile","guided","adul","cbt-based","other ctr","cut","low risk","post",58,"1",NA,"cbt","other ctr","g-icbt","attention control","g-icbt","attention control",NA,NA,NA,"msd","depression","post",5,"ces-d","self-report",1,11.3,24.3,7.8,9.4,28,30,"26.1","8.1",28,"26.2","8.1",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,30,"0","2",2023,0,"gsh",1,"CBT",5,1,0,"5","4.7","eu","high","adul","51.8","0.92","oth","cut","adul",NA,"1","1","sr","1",4,NA,"Blanco, V., Otero, P., & Vázquez, F. L. (2023). A pilot study for a smartphone app for the prevention of depression in non-professional caregivers. Aging Ment Health, 27(1), 166-175. https://doi.org/doi:10.1080/13607863.2022.2056878","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,5,"Blanco_2023_msd_ces-d_post_5_self-report_cbt_otherctr_g-icbt_attentioncontrol",0.297404194465994,NA,NA,NA,NA,NA,NA
"34","Blanco, 2023",34,0.644355132026359,-0.644355132026359,NA,0.0714295602955012,0.267263091906648,"mobile","automated encouragement","adul","cbt-based","other ctr","cut","low risk","post",59,NA,NA,"cbt","other ctr","sg-icbt","attention control","sg-icbt","attention control",NA,NA,1,"msd","depression","post",5,"ces-d","self-report",1,17.9,24.3,10.2,9.4,29,30,"23.4","7.3",29,"26.2","8.1",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,30,"1","2",2023,0,"ush",1,"mobile CBT",2,1,0,"5","4.5","eu","high","adul","51.8","0.92","oth","cut","adul",NA,"1","1","sr","1",4,NA,"Blanco, V., Otero, P., & Vázquez, F. L. (2023). A pilot study for a smartphone app for the prevention of depression in non-professional caregivers. Aging Ment Health, 27(1), 166-175. https://doi.org/doi:10.1080/13607863.2022.2056878","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,5,"Blanco_2023_msd_ces-d_post_5_self-report_cbt_otherctr_sg-icbt_attentioncontrol",0.267263091906648,NA,NA,NA,NA,NA,NA
"35","Boele, 2018",35,0.610279919347849,-0.610279919347849,NA,0.0856631420184723,0.29268266436274,"website","guided","med","not-cbt-based","wl","cut","high risk","post",53,"1",NA,"pst","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",6,"ces-d","self-report",0,18.84,23.09,6.4,7.1,19,34,"21.96","5.9",45,"24.98","6.9",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,44,"26","10",2018,0,"gsh",2,"Everything under control",5,0,0,"5","NA","eu","High","adul","44.9","0.55000000000000004","com","cut","med",NA,"1","1","sr","1",4,NA,"Boele FW, Klein M, Verdonck-de Leeuw IM, et al. Internet-based guided self-help for glioma patients with depressive symptoms: a randomized controlled trial. Journal of neuro-oncology 2018; 137(1): 191‐203.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,6,"Boele_2018_msd_ces-d_post_6_self-report_pst_wl_NA_NA",0.29268266436274,NA,NA,NA,NA,NA,NA
"36","Boeschoten, 2017",36,0.0777749067657328,-0.0777749067657328,NA,0.0263541249679493,0.162339536059302,"website","guided","med","not-cbt-based","wl","cut","low risk","post",152,"1",NA,"pst","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",NA,"bdi-2","self-report",0,20.3,21,8.8,9.1,74,78,"28.2","6.3",85,"27.2","6.6",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,86,"11","8",2017,0,"gsh",2,"Minder Zorgen",5,1,0,"5","NA","eu","High","adul","48.9","0.8","com","cut","med",NA,"1","1","sr","1",4,NA,"Boeschoten, R. E., Dekker, J., Uitdehaag, B. M. J., Beekman, A. T. F., Hoogendoorn, A. W., Collette, E. H., . . . Van Oppen, P. (2017). Internet-based treatment for depression in multiple sclerosis: A randomized controlled trial. Multiple Sclerosis, 23(8), 1112-1122.","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,7.5,"Boeschoten_2017_msd_bdi-2_post_NA_self-report_pst_wl_NA_NA",0.162339536059302,NA,NA,NA,NA,NA,NA
"37","Braun, 2021",37,0.280660521956205,-0.280660521956205,NA,0.0118814678745412,0.109002146192363,"website","guided","other group","not-cbt-based","other ctr","cut","some concerns","post",340,"1",NA,"other psy","other ctr","get on",NA,NA,NA,NA,NA,1,"msd","depression","post",9,"qids-sr16","self-report",1,6.57,7.62,3.56,3.9,171,169,"9.76","4.79",171,"10.27","4.0199999999999996",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,180,"49","42",2021,0,"gsh",2,"Get.On",5,0,0,"7","NA","eu","High","adul","50.56","0.57999999999999996","com","cut","oth",NA,"1","1","sr","1",4,NA,"Braun, L., Titzler, I., Terhorst, Y., Freund, J., Thielecke, J., Ebert, D. D., & Baumeister, H. (2021, Jan 1). Effectiveness of guided internet-based interventions in the indicated prevention of depression in green professions (PROD-A): Results of a pragmatic randomized controlled trial. J Affect Disord, 278, 658-671. https://doi.org/10.1016/j.jad.2020.09.066 
","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,9,"Braun_2021_msd_qids-sr16_post_9_self-report_otherpsy_otherctr_NA_NA",0.109002146192363,NA,NA,NA,NA,NA,NA
"38","Buntrock, 2015",38,0.658398329665977,-0.658398329665977,NA,0.0103882973881714,0.101922997346876,"website","guided","adul","not-cbt-based","cau","cut","some concerns","post",406,"1",NA,"other psy","cau","get on",NA,NA,NA,NA,NA,1,"msd","depression","post",6,"ces-d","self-report",1,17.52,23.61,8.69,9.74,202,204,"26.26","7.85",202,"26.42","8",204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,204,"25","15",2015,0,"gsh",2,"CBT",5,1,0,"6","5","eu","High","adul","45","0.74","com","sub","adul",NA,"1","1","sr","1",4,NA,"Buntrock C, Ebert D, Lehr D, Riper H, Smit F, Cuijpers P, et al. Effectiveness of a web-based cognitive behavioural intervention for subthreshold depression: Pragmatic randomised controlled trial. Psychotherapy and Psychosomatics. 2015;84(6):348-58.","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,6,"Buntrock_2015_msd_ces-d_post_6_self-report_otherpsy_cau_NA_NA",0.101922997346876,NA,NA,NA,NA,NA,NA
"39","Buntrock, 2015",39,0.282390247747456,-0.282390247747456,NA,0.00995102891639154,0.0997548440748194,"website","guided","adul","not-cbt-based","cau","cut","some concerns","follow-up",406,NA,NA,"other psy","cau","get on",NA,NA,NA,NA,NA,1,"msd","depression","fu1",24,"ces-d","self-report",1,17.86,20.34,8.36,9.15,202,204,"26.26","7.85",202,"26.42","8",204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,204,"51","30",2015,0,"gsh",2,"CBT",5,1,0,"6","5","eu","High","adul","45","0.74","com","sub","adul",NA,"1","1","sr","1",4,NA,"Buntrock C, Ebert D, Lehr D, Riper H, Smit F, Cuijpers P, et al. Effectiveness of a web-based cognitive behavioural intervention for subthreshold depression: Pragmatic randomised controlled trial. Psychotherapy and Psychosomatics. 2015;84(6):348-58.","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,24,"Buntrock_2015_msd_ces-d_fu1_24_self-report_otherpsy_cau_NA_NA",0.0997548440748194,NA,NA,NA,NA,NA,NA
"40","Carlbring, 2013",40,0.854581359864437,-0.854581359864437,NA,0.0546537836973204,0.233781487071411,"website","guided","adul","cbt-based","wl","mdd","some concerns","post",80,"1",NA,"3rd","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",8,"bdi-2","self-report",1,16.65,23.43,8.04,7.67,40,40,"26.32","5.97",40,"25.13","5.19",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,"0","2",2013,0,"gsh",2,"Depressionshj¨alpen",5,1,0,"7","5.0999999999999996","eu","High","adul","44.4","0.83","com","mdd","adul",NA,"1","1","sr","1",4,NA,"Carlbring P, Hagglund M, Luthstrom A, Dahlin M, Kadowaki A, Vernmark K, et al. Internet-based behavioral activation and acceptance-based treatment for depression: A randomized controlled trial. Journal of Affective Disorders. 2013;148(2-3):331-7.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,8,"Carlbring_2013_msd_bdi-2_post_8_self-report_3rd_wl_NA_NA",0.233781487071411,NA,NA,NA,NA,NA,NA
